TransactionID,Items,TotalCost,UserID,date,paymentMethod
2572,"Iced Mocha, Baguette, Mousse, Chocolate Fantasy Cake Shake, Watermelon Mojito",1150,1434,19-09-2024,UPI
2573,"Iced Mocha, Quiche, Iced Coffee, Vegan Shake, Red Velvet Cake Shake, Iced Tea Latte, Pizza",1930,1627,17-06-2024,Mobile Wallet
2574,"Elaichi Tea, Long Black, Masala Tea, Herbal Tea, Earl Grey Orange Tea",940,3032,08-08-2024,Card
2575,"Burrito, Macaron, Lemon Green Coffee, Green Tea",920,2702,02-06-2024,Card
2576,"Granola Bar, Crackling Brownie Pastry, Macchiato",580,7896,20-06-2024,UPI
2577,"Earl Grey Orange Tea, Soup, Crackling Brownie Pastry, Long Macchiato, Elaichi Tea",950,9399,08-02-2024,Mobile Wallet
2578,"Black Eye, Lemon Cake Shake, Breve, Vanilla Latte",920,81,21-06-2024,Cash
2579,"Muffin, Quiche, Green Tea, Dark Frappe, Donut, Iced Coffee, Vegan Shake",1430,5849,01-03-2024,Mobile Wallet
2580,"Scone, Vegan Shake, Hot Tea Latte",600,6193,24-09-2024,Mobile Wallet
2581,"Panini, Long Black, Cappuccino, Sandwich",950,4679,16-02-2024,Mobile Wallet
2582,"Macaron, Muffin, Watermelon Granita",540,2146,17-08-2024,Mobile Wallet
2583,"Americano, Danish, Filter Coffee, Tropical Iceberg, Chocolate Fantasy Cake Shake, Gourmet Belgian Cold Chocolate",1280,4265,29-07-2024,Card
2584,"Ginger Tea, Cafe Latte, Cortado, Chocolate Fantasy Cake Shake, Pasta, Gourmet Belgian Cold Chocolate, Cappuccino, Mousse",1920,6703,12-09-2024,Mobile Wallet
2585,Red Velvet Cake Shake,280,8269,25-04-2024,Card
2586,"Green Tea, Espresso, Burrito, Cafe Latte, Tropical Iceberg",1100,5756,20-10-2024,Mobile Wallet
2587,"Masala Tea, Crunchy Frappe, Salad, Herbal Tea, Dark Frappe, Bagel, Vanilla Latte",1510,1212,10-03-2024,Card
2588,Cocoa Fantasy Pastry,180,6082,18-04-2024,Cash
2589,"Chocolate Fantasy Cake Shake, Cake, Iced Coffee",710,5381,13-04-2024,Card
2590,"Brownie, Macaron, Pasta, Gourmet Belgian Cold Chocolate, Hazelnut Brownie Cake Shake, Flavoured Ice Cream",1500,8387,28-04-2024,Card
2591,Granola Bar,180,6301,09-09-2024,Card
2592,"Danish, Cake",390,7075,01-11-2024,Card
2593,"Pizza, Americano",530,8720,06-10-2024,Mobile Wallet
2594,"Hazelnut Brownie Cake Shake, Peach Iced Tea",510,1710,12-11-2024,UPI
2595,"Macchiato, Ginger Tea, Vanilla Latte, Breve",870,5402,30-05-2024,Mobile Wallet
2596,"Pasta, Macaron, Cappuccino, Black Eye, Flavoured Ice Cream, Eclair, Vanilla Latte",1600,463,04-11-2024,Card
2597,"Espresso, Danish, Earl Grey Orange Tea, Black Eye, Herbal Tea, Flat White",1110,3780,13-08-2024,UPI
2598,Cutlet,150,933,02-07-2024,Card
2599,"Quiche, Tropical Iceberg",540,7262,07-10-2024,UPI
2600,"Watermelon Granita, Iced Tea Latte, Iced Latte, Donut",840,5352,18-01-2024,Card
2601,"Cocoa Fantasy Pastry, Vanilla Cappuccino, Lemon Cake Shake, Baguette, Brownie, Eclair",1150,952,29-12-2024,UPI
2602,"Salad, Masala Tea, Peach Iced Tea, Iced Cappuccino, Hazelnut Brownie Cake Shake, Crackling Brownie Pastry, Burrito",1690,7957,12-02-2024,Cash
2603,"Tropical Iceberg, Iced Mocha",520,6656,04-09-2024,UPI
2604,"Mousse, Iced Latte, Turmeric Ginger Cappuccino, Hot Velvet Coffee, Panini, Crackling Brownie Pastry, Cupcake",1630,350,05-09-2024,UPI
2605,"Black Eye, Watermelon Mojito, Quiche, Iced Tea Latte, Gourmet Belgian Hot Chocolate",1300,8650,09-09-2024,Card
2606,"Sandwich, Croissant, Flat White, Vegan Shake, Crunchy Frappe, Espresso, Long Macchiato",1450,8329,28-02-2024,UPI
2607,"Herbal Tea, Long Black, Cake, Pudding",780,71,21-08-2024,Cash
2608,"Vanilla Latte, Brownie, Lemon Cake Shake, Breve, Danish, Pasta, Black Eye, Muffin",1660,1867,02-04-2024,Card
2609,Iced Mocha,280,8775,26-09-2024,Card
2610,"Ginger Tea, Watermelon Mojito, Hot Velvet Coffee, Iced Tea Latte",930,2932,09-06-2024,Cash
2611,"Iced Latte, Watermelon Granita, Cookie",610,947,19-07-2024,Cash
2612,Cappuccino,220,8878,28-08-2024,UPI
2613,"Iced Mocha, Pizza",630,3210,13-04-2024,Mobile Wallet
2614,"Elaichi Tea, Vienna",420,6512,21-11-2024,Cash
2615,"Peach Iced Tea, Vienna, Flavoured Ice Cream, Sandwich, Cutlet, Gourmet Belgian Cold Chocolate, Iced Coffee, Cookie",1780,5585,22-12-2024,Cash
2616,"Gourmet Belgian Cold Chocolate, Gourmet Belgian Hot Chocolate, Chocolate Fantasy Cake Shake, Vienna, Long Macchiato, Lemon Cake Shake, Pasta, Elaichi Tea",2100,8400,11-04-2024,Card
2617,Eclair,180,8258,17-05-2024,Cash
2618,"Filter Coffee, Affogato, Danish, Green Tea",690,5969,14-05-2024,Cash
2619,"Iced Coffee, Classic Lemonade, Turmeric Ginger Cappuccino, Iced Tea Latte, Salad, Mousse, Macaron, Vegan Shake",1770,1847,21-04-2024,Cash
2620,"Gourmet Belgian Cold Chocolate, Burrito, Popcorn, Iced Latte",970,9291,03-08-2024,Mobile Wallet
2621,"Sandwich, Herbal Tea, Americano, Iced Latte, Gourmet Belgian Hot Chocolate",1200,2267,08-03-2024,UPI
2622,"Cappuccino, Vegan Shake, Cookie, Espresso, Masala Tea",920,2403,02-08-2024,Cash
2623,"Peach Iced Tea, Macaron",430,8006,20-04-2024,Cash
2624,"Herbal Tea, Cappuccino, Peach Iced Tea, Quiche",930,7738,20-07-2024,UPI
2625,"Cutlet, Cafe Latte, Cappuccino, Vegan Shake, Croissant, Long Macchiato, Crunchy Frappe, Gourmet Belgian Cold Chocolate",1740,3803,17-12-2024,Mobile Wallet
2626,"Salad, Red Velvet Cake Shake, Turmeric Ginger Cappuccino, Black Eye, Alphonso Mango Frappe",1240,1555,11-08-2024,Card
2627,Ginger Tea,180,3672,28-08-2024,Mobile Wallet
2628,"Masala Tea, Bagel, Green Tea",510,4341,17-08-2024,Cash
2629,"Cappuccino, Panini, Watermelon Mojito, Cupcake, Iced Cappuccino, Lemon Green Coffee, Iced Coffee",1640,1751,27-08-2024,Mobile Wallet
2630,"Bagel, Pasta, Dark Frappe",710,9095,16-05-2024,UPI
2631,"Elaichi Tea, Quiche, Salad, Muffin, Affogato, Bagel, Brioche",1350,1552,28-11-2024,Mobile Wallet
2632,"Elaichi Tea, Cappuccino, Lemon Green Coffee, Flavoured Ice Cream, Baguette",1040,3662,22-11-2024,Cash
2633,"Watermelon Granita, Affogato, Muffin, Long Macchiato, Cookie, Donut, Red Eye",1200,2506,01-07-2024,UPI
2634,"Sandwich, Long Black, Scone, Black Eye, Cupcake",910,5455,23-02-2024,Cash
2635,"Cookie, Long Black, Granola Bar, Espresso, Watermelon Granita, Ginger Tea, Earl Grey Orange Tea",1250,228,20-04-2024,Card
2636,"Hazelnut Brownie Cake Shake, Macchiato, Vegan Shake, Watermelon Granita",950,2625,29-04-2024,Mobile Wallet
2637,"Macaron, Filter Coffee, Pudding, Herbal Tea, Panini, Brioche",1080,9848,10-04-2024,UPI
2638,"Earl Grey Orange Tea, Peach Iced Tea",430,1905,26-04-2024,Mobile Wallet
2639,Scone,130,3293,23-05-2024,Mobile Wallet
2640,"Peach Iced Tea, Red Eye, Vienna",650,2730,23-05-2024,Cash
2641,"Alphonso Mango Frappe, Black Eye, Chocolate Fantasy Cake Shake, Donut, Espresso, Cookie",1100,7557,18-11-2024,UPI
2642,Vanilla Cappuccino,240,2108,17-06-2024,Cash
2643,"Peach Iced Tea, Long Black, Dark Frappe, Earl Grey Orange Tea, Cappuccino",1110,4869,13-07-2024,Cash
2644,Burrito,300,1990,31-08-2024,Card
2645,"Cutlet, Cheesecake Shake, Earl Grey Orange Tea, Burrito, Brownie, Vienna, Mousse, Iced Latte",1780,8700,20-02-2024,UPI
2646,"Crunchy Frappe, Hazelnut Brownie Cake Shake, Alphonso Mango Frappe, Iced Cappuccino, Watermelon Mojito, Red Eye, Vienna, Pudding",1940,6989,23-03-2024,Mobile Wallet
2647,Vienna,240,1148,25-04-2024,Cash
2648,Hot Tea Latte,220,5491,17-08-2024,Card
2649,"Pudding, Cocoa Fantasy Pastry, Lemon Green Coffee, Cookie",720,6296,03-05-2024,Mobile Wallet
2650,"Granola Bar, Hot Velvet Coffee, Gourmet Belgian Cold Chocolate, Lemon Green Coffee, Alphonso Mango Frappe, Burrito, Popcorn, Tacos",1900,7119,26-11-2024,Card
2651,"Vienna, Pudding, Watermelon Granita",640,9432,28-02-2024,Mobile Wallet
2652,"Tacos, Herbal Tea, Iced Cappuccino, Breve, Panini, Watermelon Granita, Pudding, Black Eye",1790,5966,15-12-2024,UPI
2653,Gourmet Belgian Hot Chocolate,320,5157,13-09-2024,Card
2654,"Soup, Cutlet, Burrito, Gourmet Belgian Cold Chocolate, Cortado, Iced Coffee, Hazelnut Brownie Cake Shake, Hot Velvet Coffee",1870,6790,01-10-2024,Card
2655,"Elaichi Tea, Granola Bar, Croissant, Alphonso Mango Frappe, Tropical Iceberg",980,7647,22-03-2024,UPI
2656,"Pizza, Cupcake, Tropical Iceberg",740,2472,04-09-2024,UPI
2657,Salad,220,6385,19-02-2024,UPI
2658,Popcorn,80,7240,17-05-2024,Cash
2659,"Espresso, Granola Bar, Panini, Red Eye, Cappuccino",1010,5849,25-10-2024,Cash
2660,"Granola Bar, Cocoa Fantasy Pastry, Cookie, Ginger Tea, Croissant, Quiche, Filter Coffee",1160,5621,28-07-2024,Mobile Wallet
2661,"Eclair, Macchiato, Lemon Cake Shake, Long Black, Espresso, Cupcake",1130,8669,28-03-2024,Cash
2662,"Soup, Affogato, Cupcake, Lemon Cake Shake, Vanilla Cappuccino, Iced Coffee, Flat White, Cookie",1600,11,31-07-2024,Cash
2663,"Tacos, Iced Mocha, Scone, Bagel",810,8222,30-06-2024,Card
2664,Chocolate Fantasy Cake Shake,270,5650,24-04-2024,Card
2665,"Long Macchiato, Hot Tea Latte, Pasta",740,1142,12-06-2024,Mobile Wallet
2666,"Macaron, Gourmet Belgian Cold Chocolate, Pasta, Chocolate Fantasy Cake Shake, Hazelnut Brownie Cake Shake, Vienna",1610,737,30-09-2024,Card
2667,"Baguette, Green Tea, Iced Tea Latte, Granola Bar",760,1577,27-09-2024,UPI
2668,"Brioche, Lemon Cake Shake, Hot Tea Latte, Sandwich, Eclair",1040,8201,06-10-2024,Mobile Wallet
2669,"Iced Tea Latte, Macchiato, Iced Cappuccino, Burrito, Cocoa Fantasy Pastry, Hot Velvet Coffee, Black Eye",1640,8673,18-05-2024,Mobile Wallet
2670,"Burrito, Cappuccino, Mousse",720,7951,01-12-2024,UPI
2671,"Pineapple Delight Pastry, Hot Tea Latte, Danish, Mousse, Brownie",930,4573,29-04-2024,Cash
2672,"Cafe Latte, Sandwich, Soup, Dark Frappe",890,76,03-12-2024,Card
2673,Flavoured Ice Cream,250,942,20-09-2024,Mobile Wallet
2674,"Cocoa Fantasy Pastry, Gourmet Belgian Cold Chocolate, Alphonso Mango Frappe, Gourmet Belgian Hot Chocolate, Earl Grey Orange Tea",1300,5504,16-01-2024,Card
2675,"Vanilla Cappuccino, Cocoa Fantasy Pastry",420,9242,26-02-2024,Card
2676,"Cheesecake Shake, Espresso, Flavoured Ice Cream, Sandwich",920,3255,01-09-2024,UPI
2677,"Brioche, Salad, Eclair, Popcorn",620,9032,27-04-2024,UPI
2678,"Sandwich, Lemon Green Coffee, Hot Tea Latte, Cheesecake Shake, Vegan Shake, Americano",1410,4308,10-09-2024,Card
2679,Flat White,230,4044,06-09-2024,Card
2680,"Tacos, Cookie, Panini, Mousse, Quiche, Cake, Espresso, Earl Grey Orange Tea",1720,4507,29-03-2024,Cash
2681,"Vanilla Cappuccino, Gourmet Belgian Cold Chocolate, Americano, Earl Grey Orange Tea, Crunchy Frappe, Cupcake, Herbal Tea",1520,1920,15-02-2024,Mobile Wallet
2682,"Tacos, Crunchy Frappe, Croissant, Pineapple Delight Pastry, Chocolate Fantasy Cake Shake, Espresso, Macchiato",1410,4282,21-03-2024,Card
2683,"Hazelnut Brownie Cake Shake, Soup, Cutlet, Hot Tea Latte, Classic Lemonade, Gourmet Belgian Hot Chocolate, Crunchy Frappe",1520,1204,30-09-2024,Card
2684,"Crunchy Frappe, Macchiato, Earl Grey Orange Tea, Baguette, Scone, Iced Cappuccino",1210,3101,18-06-2024,Mobile Wallet
2685,"Iced Tea Latte, Granola Bar, Crunchy Frappe, Peach Iced Tea",910,9552,10-08-2024,Cash
2686,Turmeric Ginger Cappuccino,280,3784,12-12-2024,Cash
2687,"Croissant, Affogato, Crunchy Frappe, Red Velvet Cake Shake, Cupcake",1020,5415,13-06-2024,UPI
2688,"Filter Coffee, Danish",270,9552,22-09-2024,Cash
2689,Iced Cappuccino,280,976,17-04-2024,UPI
2690,"Long Black, Macchiato, Muffin, Pizza",870,9454,04-06-2024,Card
2691,"Ginger Tea, Espresso, Vanilla Latte, Panini, Classic Lemonade, Iced Latte, Scone",1430,8351,25-08-2024,Cash
2692,"Vanilla Latte, Long Macchiato, Macaron, Elaichi Tea, Pudding, Tacos",1300,1731,28-05-2024,Card
2693,"Vegan Shake, Cupcake, Breve, Baguette",770,4714,06-04-2024,Card
2694,"Vegan Shake, Vienna, Mousse, Eclair, Hazelnut Brownie Cake Shake, Classic Lemonade, Espresso, Macaron",1650,1441,03-03-2024,Mobile Wallet
2695,"Cupcake, Burrito, Gourmet Belgian Hot Chocolate, Watermelon Mojito",1020,8426,16-12-2024,Mobile Wallet
2696,"Cappuccino, Burrito, Hot Tea Latte, Vegan Shake",990,4524,02-04-2024,UPI
2697,"Peach Iced Tea, Vienna",470,7296,21-03-2024,Cash
2698,"Red Velvet Cake Shake, Sandwich, Pineapple Delight Pastry, Croissant",820,4193,28-04-2024,Mobile Wallet
2699,"Vanilla Cappuccino, Crunchy Frappe, Hazelnut Brownie Cake Shake, Red Velvet Cake Shake, Iced Cappuccino",1330,7932,03-07-2024,Mobile Wallet
2700,"Iced Tea Latte, Pineapple Delight Pastry, Quiche, Panini, Cupcake, Eclair, Hot Velvet Coffee",1600,5032,03-11-2024,UPI
2701,"Masala Tea, Popcorn, Pineapple Delight Pastry, Pizza, Watermelon Granita, Granola Bar, Long Black",1400,3257,25-08-2024,Mobile Wallet
2702,"Long Black, Cookie, Flat White, Pineapple Delight Pastry, Cappuccino",960,8251,15-05-2024,Mobile Wallet
2703,"Watermelon Mojito, Crackling Brownie Pastry, Espresso, Lemon Green Coffee, Quiche",1140,2108,30-11-2024,UPI
2704,"Flavoured Ice Cream, Espresso, Crunchy Frappe, Black Eye, Salad",1050,8662,11-09-2024,Mobile Wallet
2705,"Vanilla Latte, Alphonso Mango Frappe, Pasta",850,7505,17-07-2024,Mobile Wallet
2706,"Crunchy Frappe, Baguette, Vegan Shake",650,7821,04-02-2024,Card
2707,"Macchiato, Vanilla Cappuccino, Pineapple Delight Pastry, Dark Frappe, Alphonso Mango Frappe, Cappuccino, Hazelnut Brownie Cake Shake, Breve",1890,8037,28-06-2024,Card
2708,"Flat White, Herbal Tea, Tacos, Chocolate Fantasy Cake Shake, Cortado",1130,3425,17-12-2024,Cash
2709,"Hot Velvet Coffee, Green Tea, Cocoa Fantasy Pastry, Gourmet Belgian Cold Chocolate",930,6814,22-11-2024,Card
2710,"Elaichi Tea, Watermelon Granita, Herbal Tea, Tropical Iceberg, Black Eye, Crackling Brownie Pastry, Iced Mocha, Vanilla Latte",1750,737,12-03-2024,Card
2711,Granola Bar,180,41,06-03-2024,Card
2712,"Chocolate Fantasy Cake Shake, Pasta, Iced Latte, Iced Tea Latte, Dark Frappe",1350,2639,06-11-2024,UPI
2713,"Brownie, Mousse, Quiche",650,3446,30-04-2024,Mobile Wallet
2714,"Pizza, Tacos, Macaron, Classic Lemonade, Vanilla Latte, Red Velvet Cake Shake",1500,8253,30-11-2024,Card
2715,"Quiche, Tacos, Long Black, Pasta, Gourmet Belgian Cold Chocolate, Danish",1540,5426,20-07-2024,UPI
2716,"Sandwich, Flavoured Ice Cream",500,4028,12-08-2024,UPI
2717,"Lemon Green Coffee, Turmeric Ginger Cappuccino",520,5358,01-08-2024,Cash
2718,"Cutlet, Flavoured Ice Cream, Salad, Alphonso Mango Frappe",900,390,07-07-2024,Card
2719,"Iced Cappuccino, Mousse, Hazelnut Brownie Cake Shake, Hot Velvet Coffee, Gourmet Belgian Cold Chocolate, Cocoa Fantasy Pastry, Chocolate Fantasy Cake Shake, Crackling Brownie Pastry",1980,2854,19-08-2024,UPI
2720,"Macaron, Classic Lemonade, Turmeric Ginger Cappuccino, Watermelon Mojito, Pizza, Peach Iced Tea, Vegan Shake",1710,7454,27-08-2024,UPI
2721,"Hot Tea Latte, Popcorn, Cupcake, Black Eye, Turmeric Ginger Cappuccino",910,7872,06-08-2024,UPI
2722,"Tropical Iceberg, Salad, Filter Coffee",560,8895,26-12-2024,UPI
2723,"Macaron, Iced Mocha, Classic Lemonade",630,6117,24-05-2024,Mobile Wallet
2724,"Muffin, Mousse",320,864,10-06-2024,UPI
2725,"Vienna, Tacos, Breve, Red Eye, Ginger Tea, Macchiato",1270,3277,13-01-2024,Cash
2726,"Hot Velvet Coffee, Cake, Gourmet Belgian Cold Chocolate",790,7213,13-02-2024,Cash
2727,"Brioche, Crunchy Frappe, Mousse, Turmeric Ginger Cappuccino, Salad, Crackling Brownie Pastry, Iced Tea Latte, Popcorn",1620,8928,10-04-2024,UPI
2728,"Watermelon Mojito, Bagel, Chocolate Fantasy Cake Shake, Classic Lemonade, Affogato, Vienna, Iced Cappuccino",1580,824,23-07-2024,UPI
2729,"Cupcake, Tacos, Croissant, Flavoured Ice Cream, Gourmet Belgian Hot Chocolate",1070,4548,13-08-2024,Card
2730,"Pasta, Dark Frappe, Affogato, Black Eye",980,7877,13-05-2024,UPI
2731,"Popcorn, Long Black, Burrito",580,776,02-12-2024,Mobile Wallet
2732,"Black Eye, Alphonso Mango Frappe, Pudding, Vegan Shake, Cocoa Fantasy Pastry, Sandwich",1320,2441,16-10-2024,Card
2733,"Quiche, Masala Tea, Breve, Vegan Shake, Iced Tea Latte",1200,4024,12-09-2024,Cash
2734,"Brownie, Macaron, Cortado, Long Macchiato",770,949,07-11-2024,Card
2735,"Cutlet, Tacos, Ginger Tea, Macaron, Pasta, Soup, Scone, Gourmet Belgian Cold Chocolate",1680,4817,26-08-2024,Card
2736,"Bagel, Classic Lemonade, Macchiato, Quiche, Americano, Earl Grey Orange Tea, Filter Coffee",1280,3270,29-06-2024,Card
2737,"Iced Latte, Crunchy Frappe, Iced Coffee, Masala Tea",920,4508,21-05-2024,Mobile Wallet
2738,"Filter Coffee, Hazelnut Brownie Cake Shake, Lemon Green Coffee, Earl Grey Orange Tea, Elaichi Tea, Burrito, Cortado, Red Eye",1680,9976,16-10-2024,Card
2739,"Vanilla Cappuccino, Donut",340,5455,13-09-2024,Cash
2740,Eclair,180,2034,08-01-2024,Cash
2741,"Cortado, Crunchy Frappe, Pizza, Cafe Latte, Eclair, Cappuccino",1430,2312,25-12-2024,Mobile Wallet
2742,"Cutlet, Americano, Danish, Iced Coffee, Masala Tea",900,552,10-01-2024,UPI
2743,"Danish, Granola Bar, Baguette, Eclair, Americano, Iced Tea Latte, Croissant, Masala Tea",1390,4194,05-10-2024,Cash
2744,"Earl Grey Orange Tea, Flavoured Ice Cream, Affogato, Vegan Shake, Hazelnut Brownie Cake Shake, Soup, Granola Bar",1550,8232,04-02-2024,Mobile Wallet
2745,"Ginger Tea, Long Black, Peach Iced Tea, Lemon Green Coffee, Vegan Shake, Cake",1320,4430,24-06-2024,UPI
2746,"Scone, Elaichi Tea, Cutlet, Turmeric Ginger Cappuccino, Donut, Affogato",1080,8867,28-05-2024,Cash
2747,"Elaichi Tea, Cafe Latte",410,5773,19-08-2024,Cash
2748,"Panini, Herbal Tea, Pasta, Flavoured Ice Cream",1010,8260,16-03-2024,UPI
2749,Filter Coffee,100,5432,30-10-2024,Mobile Wallet
2750,"Lemon Green Coffee, Chocolate Fantasy Cake Shake",510,4656,27-10-2024,UPI
2751,"Cupcake, Sandwich, Elaichi Tea, Salad, Mousse, Watermelon Mojito",1250,1346,26-11-2024,Cash
2752,"Cutlet, Brioche, Croissant, Scone, Pudding, Baguette, Iced Latte, Iced Mocha",1400,146,03-02-2024,Mobile Wallet
2753,"Soup, Tacos, Espresso",550,9517,08-04-2024,Cash
2754,"Earl Grey Orange Tea, Donut, Iced Coffee, Flat White",750,5964,28-05-2024,Mobile Wallet
2755,"Dark Frappe, Vegan Shake, Herbal Tea, Hazelnut Brownie Cake Shake, Burrito, Baguette",1420,619,15-09-2024,Cash
2756,Tropical Iceberg,240,4703,19-12-2024,UPI
2757,"Bagel, Long Macchiato, Alphonso Mango Frappe, Pineapple Delight Pastry, Tropical Iceberg, Dark Frappe",1340,1796,15-06-2024,Mobile Wallet
2758,Black Eye,180,1120,14-10-2024,UPI
2759,"Croissant, Long Black, Cutlet, Classic Lemonade",600,8022,23-01-2024,Card
2760,Classic Lemonade,150,4755,20-08-2024,Card
2761,"Pudding, Filter Coffee, Alphonso Mango Frappe, Long Black, Ginger Tea",940,472,13-02-2024,Card
2762,"Crunchy Frappe, Lemon Green Coffee, Long Macchiato",710,1772,08-07-2024,Cash
2763,"Brownie, Gourmet Belgian Hot Chocolate, Iced Latte, Pasta, Dark Frappe, Crunchy Frappe",1550,9405,13-04-2024,Card
2764,"Iced Coffee, Panini, Red Eye, Gourmet Belgian Cold Chocolate",1000,4830,06-03-2024,Mobile Wallet
2765,"Green Tea, Earl Grey Orange Tea, Red Velvet Cake Shake, Vienna",900,8861,10-10-2024,Mobile Wallet
2766,"Granola Bar, Iced Coffee, Sandwich, Iced Tea Latte, Cortado, Hazelnut Brownie Cake Shake, Lemon Cake Shake, Vanilla Cappuccino",1870,1159,30-04-2024,Card
2767,"Macaron, Espresso, Alphonso Mango Frappe",630,8813,14-12-2024,Mobile Wallet
2768,"Green Tea, Mousse, Pizza, Breve, Long Black",1150,9768,22-07-2024,Cash
2769,"Hot Velvet Coffee, Popcorn, Crunchy Frappe, Salad, Scone",930,1270,02-08-2024,Cash
2770,"Flat White, Red Eye, Granola Bar, Iced Mocha, Cappuccino, Popcorn",1170,8206,22-08-2024,Cash
2771,"Iced Mocha, Long Black, Watermelon Granita, Cutlet, Hot Velvet Coffee",1100,9450,08-01-2024,UPI
2772,Panini,280,1604,16-01-2024,Mobile Wallet
2773,Vienna,240,8534,01-02-2024,Card
2774,"Panini, Black Eye",460,3373,21-03-2024,Mobile Wallet
2775,"Gourmet Belgian Hot Chocolate, Cake, Vegan Shake, Pizza, Iced Coffee, Classic Lemonade",1510,2559,05-01-2024,Mobile Wallet
2776,"Watermelon Granita, Scone",350,6670,27-04-2024,Mobile Wallet
2777,"Pizza, Granola Bar, Sandwich, Peach Iced Tea, Masala Tea, Brownie",1340,606,01-09-2024,Mobile Wallet
2778,"Masala Tea, Danish",350,6077,05-09-2024,Cash
2779,Earl Grey Orange Tea,200,4553,26-12-2024,Card
2780,"Iced Coffee, Brownie, Cheesecake Shake, Iced Latte",910,2685,02-07-2024,Mobile Wallet
2781,"Eclair, Pudding, Salad",580,9280,26-06-2024,Cash
2782,"Ginger Tea, Lemon Cake Shake, Cocoa Fantasy Pastry, Dark Frappe, Iced Coffee, Affogato",1330,2520,22-11-2024,Card
2783,"Herbal Tea, Flat White, Pasta, Crunchy Frappe, Sandwich, Scone, Brownie",1490,8364,30-11-2024,UPI
2784,"Red Eye, Watermelon Granita, Sandwich, Tacos, Ginger Tea, Croissant, Americano",1360,7616,06-01-2024,Cash
2785,"Scone, Macaron, Cappuccino, Brownie, Granola Bar, Green Tea, Cupcake, Americano",1390,7272,22-07-2024,Card
2786,"Iced Cappuccino, Croissant, Long Macchiato, Vienna, Vanilla Cappuccino",1080,9669,16-09-2024,Card
2787,"Breve, Green Tea, Gourmet Belgian Cold Chocolate",720,1889,04-06-2024,Mobile Wallet
2788,"Cappuccino, Muffin, Scone, Vanilla Latte, Lemon Cake Shake",990,20,05-07-2024,Card
2789,"Cortado, Affogato, Popcorn, Hot Velvet Coffee, Alphonso Mango Frappe, Muffin",1170,8855,03-08-2024,Mobile Wallet
2790,"Gourmet Belgian Cold Chocolate, Vanilla Cappuccino, Red Velvet Cake Shake, Granola Bar, Danish, Red Eye, Iced Tea Latte",1620,3483,10-06-2024,UPI
2791,"Cocoa Fantasy Pastry, Espresso, Lemon Green Coffee, Iced Tea Latte, Mousse",1020,3883,17-08-2024,Mobile Wallet
2792,"Peach Iced Tea, Long Macchiato, Pizza, Earl Grey Orange Tea, Macchiato",1200,8548,13-04-2024,Cash
2793,"Gourmet Belgian Hot Chocolate, Vanilla Latte, Hazelnut Brownie Cake Shake, Cutlet, Eclair, Burrito",1500,2037,02-04-2024,Card
2794,"Iced Coffee, Cortado, Turmeric Ginger Cappuccino, Filter Coffee, Brownie",950,2513,08-09-2024,Card
2795,"Cappuccino, Granola Bar",400,8584,12-09-2024,Mobile Wallet
2796,Tacos,250,7075,25-09-2024,UPI
2797,"Pineapple Delight Pastry, Elaichi Tea, Vanilla Latte, Scone, Dark Frappe, Espresso, Alphonso Mango Frappe, Cortado",1660,7887,23-01-2024,UPI
2798,"Croissant, Mousse",300,1061,28-02-2024,UPI
2799,"Baguette, Alphonso Mango Frappe, Flavoured Ice Cream, Chocolate Fantasy Cake Shake, Cutlet",1100,531,27-11-2024,UPI
2800,"Cheesecake Shake, Iced Mocha, Cortado, Croissant, Burrito",1150,5963,05-11-2024,Card
2801,"Gourmet Belgian Cold Chocolate, Dark Frappe, Macaron",780,1461,13-10-2024,Cash
