Date,Ingredients,Quantity Sold,Expiry Date,Promotion
2024-01-10,Flour,430,2024-03-10,Bundle Deal
2024-01-11,Chocolate,441,2024-03-11,Flash Sale
2024-01-12,"Tomato Sauce, Pineapple, Brownie",436,2024-02-11,Loyalty Discount
2024-01-13,"Mint, Pineapple, Green Tea, Tomato Sauce",271,2024-02-12,5% Off
2024-01-14,"Tomato Sauce, Pasta Sauce, Berries, Cream",441,2024-02-13,Flash Sale
2024-01-15,"Green Tea, Tortilla, Pasta Sauce, Cheese",359,2024-02-14,50% Off Clearance
2024-01-16,"Berries, Cream, Almond Milk",409,2024-01-30,50% Off Clearance
2024-01-17,"Cardamom, Spices, Nuts, Cheese",70,2024-03-17,Free Shipping
2024-01-18,Lemon,308,2024-01-25,Loyalty Discount
2024-01-19,Tortilla,91,2024-02-03,Seasonal Offer
2024-01-20,"Tortilla, Pineapple",318,2024-02-04,10% Off
2024-01-21,"Tortilla, Mint",495,2024-02-05,Seasonal Offer
2024-01-22,"Milk, Fruits, Nuts, Flour",200,2024-03-22,Seasonal Offer
2024-01-23,"Nuts, Fruits",222,2024-03-23,50% Off Clearance
2024-01-24,"Mint, Spices, Chocolate",263,2024-03-24,New Year Sale
2024-01-25,"Vegetables, Flour, Coffee Beans, Beans",141,2024-03-25,50% Off Clearance
2024-01-26,"Cinnamon, Brownie, Green Tea, Vanilla",78,2024-03-26,Free Shipping
2024-01-27,"Orange, Herbal Leaves, Butter",122,2024-02-26,Flash Sale
2024-01-28,"Vegetables, Milk",461,2024-02-04,New Year Sale
2024-01-29,Cream,136,2024-02-05,10% Off
2024-01-30,"Eggs, Cardamom, Tomato Sauce",69,2024-02-29,Loyalty Discount
2024-01-31,"Nuts, Vanilla, Herbal Leaves, Butter",363,2024-03-31,Free Shipping
2024-02-01,"Flour, Cardamom, Sugar, Beans",176,2024-04-01,New Year Sale
2024-02-02,"Tomato Sauce, Cream, Almond Milk, Herbal Leaves",245,2024-03-03,Bundle Deal
2024-02-03,Cinnamon,410,2024-03-04,Bundle Deal
2024-02-04,Vegetables,56,2024-02-11,Free Shipping
2024-02-05,"Orange, Cardamom",175,2024-03-06,Loyalty Discount
2024-02-06,"Vanilla, Vegetables, Spices",322,2024-04-06,Seasonal Offer
2024-02-07,Beans,415,2024-03-08,New Year Sale
2024-02-08,"Butter, Brownie",466,2024-02-22,Buy 1 Get 1
2024-02-09,"Nuts, Cardamom",446,2024-04-09,5% Off
2024-02-10,"Lemon, Cream, Ice Cream, Cinnamon",282,2024-03-11,New Year Sale
2024-02-11,Brownie,218,2024-02-21,Free Shipping
2024-02-12,Cardamom,100,2024-03-13,50% Off Clearance
2024-02-13,"Tomato Sauce, Ice Cream, Lemon",493,2024-03-14,Seasonal Offer
2024-02-14,"Almond Milk, Chocolate, Tea, Milk",154,2024-04-14,Flash Sale
2024-02-15,"Orange, Vegetables",179,2024-02-22,New Year Sale
2024-02-16,"Green Tea, Cheese, Nuts",228,2024-04-16,5% Off
2024-02-17,"Fruits, Spices, Eggs, Mint",273,2024-04-17,New Year Sale
2024-02-18,"Vanilla, Coffee Beans, Vegetables",141,2024-04-18,10% Off
2024-02-19,"Nuts, Pasta Sauce, Sugar, Herbal Leaves",463,2024-04-19,Loyalty Discount
2024-02-20,"Brownie, Mint",466,2024-03-01,50% Off Clearance
2024-02-21,"Spices, Brownie, Cinnamon",82,2024-04-21,Flash Sale
2024-02-22,Cream,348,2024-02-29,Flash Sale
2024-02-23,"Sugar, Nuts, Eggs, Green Tea",283,2024-04-23,Flash Sale
2024-02-24,"Pasta Sauce, Chocolate, Cinnamon, Tortilla",293,2024-04-24,Seasonal Offer
2024-02-25,"Cardamom, Fruits, Cinnamon",304,2024-03-26,New Year Sale
2024-02-26,"Pineapple, Sugar",261,2024-04-26,50% Off Clearance
2024-02-27,"Ice Cream, Spices, Eggs",273,2024-04-27,5% Off
2024-02-28,Brownie,81,2024-03-09,Buy 1 Get 1
2024-02-29,Pasta Sauce,378,2024-03-30,10% Off
2024-03-01,"Pineapple, Fruits",258,2024-03-08,Bundle Deal
2024-03-02,"Pineapple, Cinnamon, Flour, Butter",81,2024-05-01,50% Off Clearance
2024-03-03,"Coffee Beans, Tortilla",152,2024-04-02,50% Off Clearance
2024-03-04,"Sugar, Coffee Beans, Eggs, Nuts",325,2024-05-03,Buy 1 Get 1
2024-03-05,"Milk, Tortilla, Cinnamon, Tomato Sauce",461,2024-04-04,Bundle Deal
2024-03-06,Beans,205,2024-04-05,Bundle Deal
2024-03-07,"Pineapple, Coffee Beans, Lemon",213,2024-04-06,Seasonal Offer
2024-03-08,"Ice Cream, Brownie, Beans",450,2024-04-07,Bundle Deal
2024-03-09,"Coffee Beans, Beans, Vanilla, Pineapple",457,2024-05-08,10% Off
2024-03-10,"Cardamom, Milk, Spices, Chocolate",398,2024-05-09,Buy 1 Get 1
2024-03-11,"Chocolate, Beans",85,2024-05-10,Buy 1 Get 1
2024-03-12,Cardamom,308,2024-04-11,10% Off
2024-03-13,"Spices, Cinnamon, Vanilla, Milk",156,2024-05-12,Bundle Deal
2024-03-14,"Coffee Beans, Vegetables, Fruits, Brownie",87,2024-04-13,5% Off
2024-03-15,"Ice Cream, Green Tea, Vanilla",150,2024-05-14,New Year Sale
2024-03-16,"Tortilla, Pasta Sauce, Orange",65,2024-04-15,Loyalty Discount
2024-03-17,"Ice Cream, Butter, Cardamom",245,2024-04-16,10% Off
2024-03-18,"Milk, Sugar, Tomato Sauce, Berries",230,2024-05-17,Free Shipping
2024-03-19,"Flour, Cheese, Vanilla, Eggs",60,2024-05-18,Seasonal Offer
2024-03-20,Sugar,126,2024-05-19,Seasonal Offer
2024-03-21,"Pasta Sauce, Spices",467,2024-05-20,50% Off Clearance
2024-03-22,"Orange, Butter",486,2024-04-05,10% Off
2024-03-23,"Cardamom, Flour, Spices, Milk",280,2024-05-22,Free Shipping
2024-03-24,Tortilla,479,2024-04-08,Bundle Deal
2024-03-25,Milk,317,2024-04-01,Loyalty Discount
2024-03-26,Coffee Beans,377,2024-04-25,Flash Sale
2024-03-27,"Coffee Beans, Cheese, Berries, Beans",198,2024-04-26,Seasonal Offer
2024-03-28,"Cardamom, Milk, Vegetables",274,2024-04-27,Loyalty Discount
2024-03-29,"Eggs, Lemon, Mint, Flour",253,2024-05-28,Bundle Deal
2024-03-30,"Coffee Beans, Milk, Chocolate",205,2024-05-29,5% Off
2024-03-31,"Eggs, Cardamom",114,2024-04-30,Free Shipping
2024-04-01,"Green Tea, Tomato Sauce, Pasta Sauce, Berries",355,2024-05-01,5% Off
2024-04-02,"Beans, Sugar, Vanilla",296,2024-06-01,Loyalty Discount
2024-04-03,Ice Cream,368,2024-05-03,Free Shipping
2024-04-04,"Mint, Orange, Fruits",307,2024-04-11,5% Off
2024-04-05,"Lemon, Herbal Leaves, Cinnamon, Cardamom",247,2024-05-05,10% Off
2024-04-06,"Sugar, Cinnamon, Cardamom",139,2024-06-05,Bundle Deal
2024-04-07,Almond Milk,184,2024-04-21,5% Off
2024-04-08,Almond Milk,306,2024-04-22,Free Shipping
2024-04-09,"Coffee Beans, Pineapple, Tea, Lemon",240,2024-05-09,Flash Sale
2024-04-10,"Cinnamon, Tortilla, Cardamom",302,2024-05-10,5% Off
2024-04-11,"Green Tea, Pasta Sauce, Berries, Tomato Sauce",447,2024-05-11,50% Off Clearance
2024-04-12,"Nuts, Pasta Sauce, Coffee Beans",168,2024-06-11,5% Off
2024-04-13,Fruits,51,2024-04-20,Bundle Deal
2024-04-14,"Cream, Tomato Sauce, Nuts, Vegetables",162,2024-06-13,Free Shipping
2024-04-15,"Fruits, Cream",480,2024-04-22,5% Off
2024-04-16,Almond Milk,325,2024-04-30,Loyalty Discount
2024-04-17,"Herbal Leaves, Nuts",209,2024-06-16,Buy 1 Get 1
2024-04-18,"Cinnamon, Vanilla",87,2024-06-17,Loyalty Discount
2024-04-19,Tomato Sauce,151,2024-05-19,Flash Sale
2024-04-20,"Cheese, Butter",54,2024-05-04,Buy 1 Get 1
2024-04-21,Orange,248,2024-04-28,10% Off
2024-04-22,"Vanilla, Ice Cream, Nuts",310,2024-06-21,Seasonal Offer
2024-04-23,Berries,87,2024-04-30,Buy 1 Get 1
2024-04-24,"Cream, Ice Cream, Fruits",464,2024-05-24,Buy 1 Get 1
2024-04-25,"Brownie, Orange, Vanilla",370,2024-06-24,5% Off
2024-04-26,Cardamom,269,2024-05-26,Buy 1 Get 1
2024-04-27,"Cream, Butter",203,2024-05-11,10% Off
2024-04-28,Herbal Leaves,54,2024-05-28,Bundle Deal
2024-04-29,"Pasta Sauce, Brownie, Beans",89,2024-05-29,Flash Sale
2024-04-30,"Mint, Berries, Spices, Orange",302,2024-06-29,Free Shipping
2024-05-01,"Almond Milk, Sugar, Pineapple",457,2024-06-30,Flash Sale
2024-05-02,"Lemon, Berries, Orange, Herbal Leaves",332,2024-06-01,Free Shipping
2024-05-03,Pineapple,381,2024-05-10,New Year Sale
2024-05-04,Cardamom,202,2024-06-03,Buy 1 Get 1
2024-05-05,"Flour, Butter, Vegetables",127,2024-07-04,50% Off Clearance
2024-05-06,"Lemon, Milk, Tea, Tortilla",187,2024-06-05,Flash Sale
2024-05-07,"Tortilla, Chocolate, Cinnamon",484,2024-07-06,Seasonal Offer
2024-05-08,"Vanilla, Milk",232,2024-07-07,Seasonal Offer
2024-05-09,"Sugar, Berries, Vanilla, Cinnamon",195,2024-07-08,Free Shipping
2024-05-10,"Coffee Beans, Beans",409,2024-06-09,Loyalty Discount
2024-05-11,"Coffee Beans, Ice Cream, Herbal Leaves",111,2024-06-10,10% Off
2024-05-12,"Cinnamon, Tomato Sauce, Milk",148,2024-06-11,Free Shipping
2024-05-13,"Cream, Pineapple, Ice Cream, Tortilla",385,2024-06-12,Buy 1 Get 1
2024-05-14,"Ice Cream, Cardamom",315,2024-06-13,10% Off
2024-05-15,"Vegetables, Tomato Sauce, Cardamom",479,2024-06-14,Flash Sale
2024-05-16,"Cream, Beans",491,2024-06-15,Flash Sale
2024-05-17,"Vegetables, Fruits, Herbal Leaves",276,2024-06-16,5% Off
2024-05-18,"Beans, Butter, Lemon",192,2024-06-17,10% Off
2024-05-19,"Tea, Green Tea, Spices",254,2024-07-18,Buy 1 Get 1
2024-05-20,"Chocolate, Butter",298,2024-07-19,Free Shipping
2024-05-21,"Vegetables, Spices, Cheese, Milk",388,2024-07-20,10% Off
2024-05-22,Cardamom,272,2024-06-21,Seasonal Offer
2024-05-23,Lemon,358,2024-05-30,Flash Sale
2024-05-24,Tea,447,2024-06-23,10% Off
2024-05-25,"Vanilla, Cheese",408,2024-07-24,New Year Sale
2024-05-26,"Vegetables, Chocolate, Beans, Tortilla",284,2024-07-25,New Year Sale
2024-05-27,Cream,296,2024-06-03,Bundle Deal
2024-05-28,"Beans, Cinnamon",300,2024-06-27,Flash Sale
2024-05-29,"Vegetables, Cardamom, Milk",400,2024-06-28,New Year Sale
2024-05-30,"Chocolate, Cardamom, Cheese",207,2024-07-29,Seasonal Offer
2024-05-31,"Chocolate, Milk, Ice Cream, Cream",364,2024-07-30,Free Shipping
2024-06-01,"Cream, Tomato Sauce, Tea, Almond Milk",368,2024-07-01,Loyalty Discount
2024-06-02,"Cardamom, Tortilla",228,2024-07-02,New Year Sale
2024-06-03,"Pasta Sauce, Spices",258,2024-08-02,Free Shipping
2024-06-04,Eggs,395,2024-06-18,Bundle Deal
2024-06-05,Flour,220,2024-08-04,5% Off
2024-06-06,"Cinnamon, Herbal Leaves, Flour",385,2024-08-05,50% Off Clearance
2024-06-07,"Chocolate, Nuts",145,2024-08-06,50% Off Clearance
2024-06-08,"Flour, Tortilla, Milk, Coffee Beans",394,2024-08-07,10% Off
2024-06-09,Orange,406,2024-06-16,50% Off Clearance
2024-06-10,Eggs,324,2024-06-24,5% Off
2024-06-11,"Cardamom, Pasta Sauce, Coffee Beans, Green Tea",186,2024-07-11,Seasonal Offer
2024-06-12,Vegetables,79,2024-06-19,Free Shipping
2024-06-13,"Butter, Beans",338,2024-07-13,Free Shipping
2024-06-14,"Vanilla, Coffee Beans, Brownie, Tomato Sauce",340,2024-08-13,5% Off
2024-06-15,Chocolate,349,2024-08-14,Buy 1 Get 1
2024-06-16,"Coffee Beans, Vanilla",264,2024-08-15,Loyalty Discount
2024-06-17,Spices,433,2024-08-16,Seasonal Offer
2024-06-18,"Fruits, Orange, Almond Milk",440,2024-07-02,Buy 1 Get 1
2024-06-19,"Vegetables, Brownie, Cardamom, Vanilla",328,2024-08-18,Seasonal Offer
2024-06-20,"Chocolate, Ice Cream",126,2024-08-19,5% Off
2024-06-21,Berries,50,2024-06-28,50% Off Clearance
2024-06-22,"Brownie, Ice Cream, Lemon, Pasta Sauce",321,2024-07-22,50% Off Clearance
2024-06-23,Sugar,358,2024-08-22,Buy 1 Get 1
2024-06-24,"Spices, Beans",391,2024-08-23,New Year Sale
2024-06-25,"Cinnamon, Green Tea",314,2024-07-25,5% Off
2024-06-26,Pineapple,106,2024-07-03,Buy 1 Get 1
2024-06-27,"Spices, Almond Milk, Mint",492,2024-08-26,50% Off Clearance
2024-06-28,Nuts,456,2024-08-27,10% Off
2024-06-29,"Herbal Leaves, Spices, Sugar",100,2024-08-28,Free Shipping
2024-06-30,Green Tea,225,2024-07-30,Free Shipping
2024-07-01,"Chocolate, Ice Cream",51,2024-08-30,Free Shipping
2024-07-02,"Orange, Mint, Chocolate, Ice Cream",379,2024-08-31,5% Off
2024-07-03,"Cheese, Pineapple, Tea, Beans",277,2024-08-02,5% Off
2024-07-04,"Ice Cream, Chocolate, Mint",458,2024-09-02,Flash Sale
2024-07-05,"Cream, Eggs",345,2024-07-19,Loyalty Discount
2024-07-06,"Sugar, Chocolate, Fruits, Brownie",100,2024-09-04,Bundle Deal
2024-07-07,Mint,69,2024-07-14,Flash Sale
2024-07-08,"Ice Cream, Cardamom",336,2024-08-07,Flash Sale
2024-07-09,"Milk, Pineapple, Ice Cream, Cheese",275,2024-08-08,Bundle Deal
2024-07-10,"Butter, Beans, Tortilla",262,2024-08-09,10% Off
2024-07-11,"Brownie, Sugar, Cheese, Cinnamon",373,2024-09-09,5% Off
2024-07-12,Orange,468,2024-07-19,50% Off Clearance
2024-07-13,"Butter, Spices, Flour, Ice Cream",440,2024-09-11,Free Shipping
2024-07-14,"Coffee Beans, Fruits, Spices",407,2024-09-12,10% Off
2024-07-15,"Almond Milk, Pineapple, Cinnamon",330,2024-08-14,5% Off
2024-07-16,"Tortilla, Pineapple, Cheese",426,2024-07-31,10% Off
2024-07-17,"Chocolate, Lemon, Berries",250,2024-09-15,Loyalty Discount
2024-07-18,"Tomato Sauce, Almond Milk, Spices",62,2024-09-16,5% Off
2024-07-19,"Cream, Coffee Beans, Butter, Tomato Sauce",450,2024-08-18,Free Shipping
2024-07-20,Nuts,245,2024-09-18,Loyalty Discount
2024-07-21,Cinnamon,57,2024-08-20,Seasonal Offer
2024-07-22,"Eggs, Spices, Sugar, Orange",377,2024-09-20,Bundle Deal
2024-07-23,"Cheese, Cream, Vanilla, Tortilla",362,2024-09-21,Bundle Deal
2024-07-24,"Herbal Leaves, Tea, Milk",218,2024-08-23,5% Off
2024-07-25,"Herbal Leaves, Nuts, Fruits",445,2024-09-23,Free Shipping
2024-07-26,"Chocolate, Cream, Cardamom, Cheese",355,2024-09-24,50% Off Clearance
2024-07-27,Tomato Sauce,385,2024-08-26,5% Off
2024-07-28,"Tortilla, Cream, Chocolate",453,2024-09-26,5% Off
2024-07-29,"Tomato Sauce, Cardamom, Lemon",482,2024-08-28,5% Off
2024-07-30,"Vegetables, Cream",494,2024-08-06,10% Off
2024-07-31,Almond Milk,460,2024-08-14,Free Shipping
2024-08-01,"Pineapple, Berries, Chocolate, Pasta Sauce",83,2024-09-30,Flash Sale
2024-08-02,Herbal Leaves,235,2024-09-01,5% Off
2024-08-03,Almond Milk,111,2024-08-17,Flash Sale
2024-08-04,"Eggs, Tortilla",52,2024-08-19,5% Off
2024-08-05,"Eggs, Milk, Flour",435,2024-10-04,New Year Sale
2024-08-06,"Coffee Beans, Chocolate",362,2024-10-05,New Year Sale
2024-08-07,Tea,146,2024-09-06,50% Off Clearance
2024-08-08,"Brownie, Sugar, Almond Milk, Pasta Sauce",458,2024-10-07,Seasonal Offer
2024-08-09,Fruits,154,2024-08-16,Loyalty Discount
2024-08-10,"Pineapple, Herbal Leaves",256,2024-09-09,Seasonal Offer
2024-08-11,Sugar,329,2024-10-10,10% Off
2024-08-12,"Coffee Beans, Brownie, Cinnamon",98,2024-09-11,Buy 1 Get 1
2024-08-13,Pasta Sauce,355,2024-09-12,Seasonal Offer
2024-08-14,"Ice Cream, Eggs, Spices",218,2024-10-13,Flash Sale
2024-08-15,"Fruits, Berries, Brownie, Spices",351,2024-10-14,5% Off
2024-08-16,"Cinnamon, Coffee Beans, Orange",334,2024-09-15,Free Shipping
2024-08-17,"Spices, Mint, Sugar, Milk",226,2024-10-16,Flash Sale
2024-08-18,"Vegetables, Beans, Pasta Sauce, Tea",240,2024-09-17,50% Off Clearance
2024-08-19,"Herbal Leaves, Eggs",470,2024-09-18,Seasonal Offer
2024-08-20,"Butter, Fruits, Vegetables, Chocolate",414,2024-10-19,Flash Sale
2024-08-21,"Herbal Leaves, Cheese",260,2024-09-20,50% Off Clearance
2024-08-22,"Beans, Cheese",454,2024-09-21,Loyalty Discount
2024-08-23,"Herbal Leaves, Berries, Pasta Sauce",336,2024-09-22,Flash Sale
2024-08-24,"Cheese, Cinnamon, Ice Cream",300,2024-09-23,5% Off
2024-08-25,"Cheese, Sugar, Flour, Beans",206,2024-10-24,5% Off
2024-08-26,Butter,66,2024-09-09,Bundle Deal
2024-08-27,"Butter, Green Tea, Spices",284,2024-10-26,Buy 1 Get 1
2024-08-28,Flour,176,2024-10-27,50% Off Clearance
2024-08-29,"Flour, Fruits",164,2024-10-28,Bundle Deal
2024-08-30,"Fruits, Sugar",288,2024-10-29,New Year Sale
2024-08-31,Coffee Beans,252,2024-09-30,New Year Sale
2024-09-01,"Cardamom, Flour, Ice Cream, Orange",379,2024-10-31,Seasonal Offer
2024-09-02,"Beans, Orange",274,2024-10-02,Loyalty Discount
2024-09-03,"Pasta Sauce, Herbal Leaves, Cheese",390,2024-10-03,5% Off
2024-09-04,"Nuts, Vegetables, Ice Cream, Tomato Sauce",183,2024-11-03,10% Off
2024-09-05,Flour,259,2024-11-04,Buy 1 Get 1
2024-09-06,"Tortilla, Pineapple, Fruits",391,2024-09-21,Seasonal Offer
2024-09-07,"Spices, Herbal Leaves",100,2024-11-06,Loyalty Discount
2024-09-08,Cream,385,2024-09-15,Flash Sale
2024-09-09,Nuts,294,2024-11-08,Seasonal Offer
2024-09-10,"Tortilla, Cinnamon",91,2024-10-10,New Year Sale
2024-09-11,"Pasta Sauce, Tortilla",357,2024-10-11,5% Off
2024-09-12,Nuts,325,2024-11-11,10% Off
2024-09-13,"Coffee Beans, Vegetables",496,2024-10-13,50% Off Clearance
2024-09-14,"Tortilla, Chocolate, Spices, Tomato Sauce",157,2024-11-13,50% Off Clearance
2024-09-15,"Cinnamon, Flour, Almond Milk",90,2024-11-14,Free Shipping
2024-09-16,"Coffee Beans, Ice Cream, Cream",244,2024-10-16,Bundle Deal
2024-09-17,"Ice Cream, Spices",50,2024-11-16,50% Off Clearance
2024-09-18,Ice Cream,184,2024-10-18,New Year Sale
2024-09-19,Herbal Leaves,121,2024-10-19,Bundle Deal
2024-09-20,"Tomato Sauce, Eggs, Nuts, Almond Milk",210,2024-11-19,Flash Sale
2024-09-21,"Flour, Tomato Sauce",195,2024-11-20,Loyalty Discount
2024-09-22,"Orange, Coffee Beans, Lemon",128,2024-10-22,50% Off Clearance
2024-09-23,"Herbal Leaves, Spices",304,2024-11-22,Seasonal Offer
2024-09-24,"Cardamom, Ice Cream, Butter",445,2024-10-24,50% Off Clearance
2024-09-25,Milk,156,2024-10-02,5% Off
2024-09-26,"Ice Cream, Fruits, Cinnamon",281,2024-10-26,Buy 1 Get 1
2024-09-27,"Milk, Chocolate, Butter, Flour",179,2024-11-26,Free Shipping
2024-09-28,"Ice Cream, Orange, Eggs",105,2024-10-28,Free Shipping
2024-09-29,"Coffee Beans, Tomato Sauce",459,2024-10-29,Buy 1 Get 1
2024-09-30,Vanilla,498,2024-11-29,10% Off
2024-10-01,"Herbal Leaves, Tea, Cream",212,2024-10-31,5% Off
2024-10-02,Chocolate,77,2024-12-01,Free Shipping
2024-10-03,"Beans, Lemon, Coffee Beans",340,2024-11-02,Buy 1 Get 1
2024-10-04,Eggs,388,2024-10-18,5% Off
2024-10-05,"Butter, Vanilla, Ice Cream, Almond Milk",286,2024-12-04,10% Off
2024-10-06,Cream,159,2024-10-13,Loyalty Discount
2024-10-07,"Mint, Lemon, Chocolate, Tea",313,2024-12-06,Flash Sale
2024-10-08,"Cardamom, Coffee Beans, Pineapple",469,2024-11-07,Flash Sale
2024-10-09,"Coffee Beans, Vanilla, Nuts, Tea",284,2024-12-08,Flash Sale
2024-10-10,Berries,327,2024-10-17,Seasonal Offer
2024-10-11,"Tortilla, Nuts",170,2024-12-10,Free Shipping
2024-10-12,"Mint, Cinnamon, Vegetables",419,2024-11-11,50% Off Clearance
2024-10-13,Herbal Leaves,68,2024-11-12,Buy 1 Get 1
2024-10-14,Lemon,331,2024-10-21,Buy 1 Get 1
2024-10-15,Pineapple,213,2024-10-22,Flash Sale
2024-10-16,Ice Cream,475,2024-11-15,Free Shipping
2024-10-17,"Eggs, Cheese, Cardamom, Pineapple",200,2024-11-16,Flash Sale
2024-10-18,"Tortilla, Flour, Pineapple, Tomato Sauce",255,2024-12-17,Buy 1 Get 1
2024-10-19,Pineapple,177,2024-10-26,50% Off Clearance
2024-10-20,"Berries, Butter, Herbal Leaves, Flour",445,2024-12-19,Flash Sale
2024-10-21,"Tea, Almond Milk, Nuts",323,2024-12-20,Seasonal Offer
2024-10-22,Ice Cream,436,2024-11-21,Flash Sale
2024-10-23,Ice Cream,112,2024-11-22,Free Shipping
2024-10-24,"Brownie, Lemon",333,2024-11-03,10% Off
2024-10-25,"Cheese, Flour",497,2024-12-24,Flash Sale
2024-10-26,"Butter, Cardamom, Milk, Tea",359,2024-11-25,New Year Sale
2024-10-27,"Fruits, Cardamom, Tortilla, Herbal Leaves",261,2024-11-26,Buy 1 Get 1
2024-10-28,"Vanilla, Tea",497,2024-12-27,Flash Sale
2024-10-29,"Orange, Cream, Pasta Sauce",464,2024-11-28,Free Shipping
2024-10-30,"Almond Milk, Tomato Sauce, Chocolate",480,2024-12-29,5% Off
2024-10-31,"Tomato Sauce, Brownie, Nuts, Beans",335,2024-12-30,Bundle Deal
2024-11-01,"Brownie, Spices",279,2024-12-31,New Year Sale
2024-11-02,"Brownie, Butter",156,2024-11-16,Free Shipping
2024-11-03,"Flour, Eggs",165,2025-01-02,5% Off
2024-11-04,"Fruits, Vanilla, Beans, Sugar",115,2025-01-03,Flash Sale
2024-11-05,Tea,110,2024-12-05,New Year Sale
2024-11-06,"Cheese, Fruits",123,2024-11-20,50% Off Clearance
2024-11-07,"Chocolate, Vanilla, Milk, Cheese",188,2025-01-06,New Year Sale
2024-11-08,"Tomato Sauce, Lemon, Green Tea, Pineapple",205,2024-12-08,5% Off
2024-11-09,"Butter, Cream, Mint",490,2024-11-23,Free Shipping
2024-11-10,"Tortilla, Mint",361,2024-11-25,New Year Sale
2024-11-11,"Cinnamon, Beans, Butter",295,2024-12-11,Flash Sale
2024-11-12,"Tea, Nuts, Cheese, Sugar",290,2025-01-11,50% Off Clearance
2024-11-13,"Flour, Vanilla",170,2025-01-12,50% Off Clearance
2024-11-14,"Tea, Eggs, Cardamom, Cream",185,2024-12-14,Flash Sale
2024-11-15,Herbal Leaves,292,2024-12-15,10% Off
2024-11-16,"Mint, Orange",131,2024-11-23,Buy 1 Get 1
2024-11-17,"Pineapple, Mint, Spices, Eggs",380,2025-01-16,Buy 1 Get 1
2024-11-18,"Chocolate, Cream",369,2025-01-17,10% Off
2024-11-19,Spices,365,2025-01-18,Free Shipping
2024-11-20,"Vegetables, Tortilla, Vanilla, Cream",380,2025-01-19,Bundle Deal
2024-11-21,Cinnamon,456,2024-12-21,Flash Sale
2024-11-22,"Herbal Leaves, Vanilla",347,2025-01-21,50% Off Clearance
2024-11-23,Ice Cream,165,2024-12-23,Seasonal Offer
2024-11-24,"Pasta Sauce, Herbal Leaves",109,2024-12-24,Flash Sale
2024-11-25,"Pineapple, Ice Cream",470,2024-12-25,New Year Sale
2024-11-26,Pineapple,77,2024-12-03,Buy 1 Get 1
2024-11-27,"Eggs, Tomato Sauce, Lemon",138,2024-12-27,Bundle Deal
2024-11-28,"Spices, Vanilla, Almond Milk, Tortilla",217,2025-01-27,Buy 1 Get 1
2024-11-29,Berries,356,2024-12-06,50% Off Clearance
2024-11-30,"Tomato Sauce, Cardamom, Vanilla",81,2025-01-29,Buy 1 Get 1
2024-12-01,"Sugar, Herbal Leaves, Chocolate, Almond Milk",434,2025-01-30,50% Off Clearance
2024-12-02,"Coffee Beans, Cardamom",108,2025-01-01,10% Off
2024-12-03,"Lemon, Coffee Beans, Milk",406,2025-01-02,Loyalty Discount
2024-12-04,"Coffee Beans, Berries",492,2025-01-03,Bundle Deal
2024-12-05,"Berries, Chocolate, Coffee Beans",362,2025-02-03,New Year Sale
2024-12-06,"Cinnamon, Nuts",218,2025-02-04,Bundle Deal
2024-12-07,"Orange, Cream, Pineapple, Pasta Sauce",260,2025-01-06,5% Off
2024-12-08,"Cardamom, Cinnamon, Orange",54,2025-01-07,Free Shipping
2024-12-09,"Almond Milk, Brownie, Spices, Cardamom",166,2025-02-07,Bundle Deal
2024-12-10,Brownie,95,2024-12-20,50% Off Clearance
2024-12-11,"Berries, Milk, Almond Milk",63,2024-12-25,5% Off
2024-12-12,"Vanilla, Cream, Ice Cream",424,2025-02-10,New Year Sale
2024-12-13,"Pasta Sauce, Coffee Beans, Chocolate",145,2025-02-11,5% Off
2024-12-14,Berries,497,2024-12-21,50% Off Clearance
2024-12-15,"Tomato Sauce, Tea, Almond Milk, Cinnamon",152,2025-01-14,10% Off
2024-12-16,Mint,450,2024-12-23,50% Off Clearance
2024-12-17,Ice Cream,145,2025-01-16,New Year Sale
2024-12-18,Tomato Sauce,233,2025-01-17,Flash Sale
2024-12-19,"Cheese, Berries, Tomato Sauce",358,2025-01-18,Loyalty Discount
2024-12-20,"Coffee Beans, Tortilla, Brownie",359,2025-01-19,50% Off Clearance
2024-12-21,"Eggs, Ice Cream",299,2025-01-20,10% Off
2024-12-22,"Sugar, Flour",55,2025-02-20,Buy 1 Get 1
2024-12-23,Eggs,57,2025-01-06,Flash Sale
2024-12-24,"Tomato Sauce, Nuts, Spices",237,2025-02-22,New Year Sale
2024-12-25,"Nuts, Mint",296,2025-02-23,Flash Sale
2024-12-26,Tortilla,470,2025-01-10,Buy 1 Get 1
2024-12-27,"Vanilla, Pasta Sauce, Milk, Cinnamon",308,2025-02-25,Buy 1 Get 1
2024-12-28,"Orange, Chocolate, Almond Milk",137,2025-02-26,10% Off
2024-12-29,"Eggs, Pineapple, Herbal Leaves",449,2025-01-28,New Year Sale
2024-12-30,"Vanilla, Cream",343,2025-02-28,50% Off Clearance
2024-01-01,"Herbal Leaves, Flour, Vanilla",138,2024-03-01,Free Shipping
2024-01-02,"Pasta Sauce, Cream, Brownie, Eggs",232,2024-02-01,New Year Sale
2024-01-03,Tea,483,2024-02-02,Loyalty Discount
